InventoryId,Store,City,Brand,Description,Size,onHand,Price,endDate
34_Phoenixville_14439,34,Phoenixville,14439,LushLagoonLatte,750mL,0,4.99,31/12/2016
34_Phoenixville_14444,34,Phoenixville,14444,SummerSorbetSplash,750mL,15,25.99,31/12/2016
34_Phoenixville_15007,34,Phoenixville,15007,BubbleHarbor,750mL,5,19.99,31/12/2016
34_Phoenixville_15076,34,Phoenixville,15076,MoonlitMacchiato,750mL,13,11.99,31/12/2016
34_Phoenixville_15349,34,Phoenixville,15349,BlossomButterflyBrew,300mL,12,7.99,31/12/2016
34_Phoenixville_15651,34,Phoenixville,15651,MoonlitMojito,750mL,44,13.99,31/12/2016
34_Phoenixville_15901,34,Phoenixville,15901,SparklingApricotAmbrosia,750mL,12,79.99,31/12/2016
34_Phoenixville_16159,34,Phoenixville,16159,GlimmerQuench,750mL,12,9.99,31/12/2016
34_Phoenixville_16179,34,Phoenixville,16179,FrostedMapleMingle,750mL,0,49.99,31/12/2016
34_Phoenixville_16180,34,Phoenixville,16180,CozyCaramelCrave,750mL,12,10.99,31/12/2016
34_Phoenixville_16328,34,Phoenixville,16328,TranquilToastedTaffy,500mL,28,3.99,31/12/2016
34_Phoenixville_16380,34,Phoenixville,16380,CelestialChai,750mL,85,10.99,31/12/2016
34_Phoenixville_17487,34,Phoenixville,17487,CelestialSwell,750mL,12,5.99,31/12/2016
14_Rivertowne_11213,14,Rivertowne,11213,CitrusSilk,750mL,22,21.99,31/12/2016
14_Rivertowne_11340,14,Rivertowne,11340,BlissfulBubbly,750mL,11,13.99,31/12/2016
14_Rivertowne_14383,14,Rivertowne,14383,SunlitSnowfruitSip,750mL,5,15.99,31/12/2016
14_Rivertowne_14439,14,Rivertowne,14439,LushLagoonLatte,750mL,8,4.99,31/12/2016
14_Rivertowne_15651,14,Rivertowne,15651,MoonlitMojito,750mL,1,13.99,31/12/2016
14_Rivertowne_16159,14,Rivertowne,16159,GlimmerQuench,750mL,2,9.99,31/12/2016
14_Rivertowne_16328,14,Rivertowne,16328,TranquilToastedTaffy,500mL,7,3.99,31/12/2016
14_Rivertowne_17487,14,Rivertowne,17487,CelestialSwell,750mL,3,5.99,31/12/2016
14_Rivertowne_19055,14,Rivertowne,19055,VelvetVista,750mL,11,9.99,31/12/2016
14_Rivertowne_19507,14,Rivertowne,19507,VelvetFizz,750mL,13,8.99,31/12/2016
14_Rivertowne_24002,14,Rivertowne,24002,EnchantedElderflowerElixir,1.5L,19,8.99,31/12/2016
14_Rivertowne_24094,14,Rivertowne,24094,CitrusSilhouette,1.5L,22,6.99,31/12/2016
14_Rivertowne_24310,14,Rivertowne,24310,ZestSplash,750mL,0,7.99,31/12/2016
14_Rivertowne_24673,14,Rivertowne,24673,ZenBrew,1.5L,6,15.99,31/12/2016
14_Rivertowne_27644,14,Rivertowne,27644,EnchantedIced,750mL,13,9.99,31/12/2016
14_Rivertowne_29407,14,Rivertowne,29407,WildWisteriaWhirl,750mL,9,15.99,31/12/2016
14_Rivertowne_29996,14,Rivertowne,29996,WhisperQuencher,750mL,14,16.99,31/12/2016
14_Rivertowne_33035,14,Rivertowne,33035,MapleMystique,750mL,6,8.99,31/12/2016
14_Rivertowne_33683,14,Rivertowne,33683,FrothEuphoria,1.5L,6,20.99,31/12/2016
14_Rivertowne_37731,14,Rivertowne,37731,CosmicCider,3L,2,10.99,31/12/2016
9_Eldermere_1094,9,Eldermere,1094,TranquilBrew,750mL,7,41.99,31/12/2016
9_Eldermere_1397,9,Eldermere,1397,BlueberryBrew,750mL,45,14.99,31/12/2016
9_Eldermere_1692,9,Eldermere,1692,FrothyForestFable,750mL,14,17.99,31/12/2016
9_Eldermere_1896,9,Eldermere,1896,AlpineAloeAria,750mL,5,109.99,31/12/2016
9_Eldermere_2598,9,Eldermere,2598,TropicalTidewave,750mL,5,16.99,31/12/2016
9_Eldermere_2854,9,Eldermere,2854,CloudNineCafé,750mL,36,54.99,31/12/2016
9_Eldermere_3237,9,Eldermere,3237,ChilledCherryCharm,1.75L,10,23.99,31/12/2016
9_Eldermere_3487,9,Eldermere,3487,SummerBerryBrio,750mL,17,16.99,31/12/2016
6_Echo Harbor_5124,6,Echo Harbor,5124,FrolicFrappe,1.75L,5,64.99,31/12/2016
6_Echo Harbor_5921,6,Echo Harbor,5921,SparklingSaffron,750mL,15,19.99,31/12/2016
6_Echo Harbor_6553,6,Echo Harbor,6553,PomegranatePleasure,750mL,7,13.99,31/12/2016
6_Echo Harbor_7725,6,Echo Harbor,7725,MidnightMangoMist,750mL,9,9.99,31/12/2016
6_Echo Harbor_7750,6,Echo Harbor,7750,EnchantedSip,Liter,8,27.99,31/12/2016
6_Echo Harbor_8102,6,Echo Harbor,8102,MidnightMochaMist,1.75L,16,24.99,31/12/2016
6_Echo Harbor_8370,6,Echo Harbor,8370,LavenderLullaby,1.75L,5,8.99,31/12/2016
6_Echo Harbor_8847,6,Echo Harbor,8847,LuminousLagoon,750mL,4,5.99,31/12/2016
6_Echo Harbor_10452,6,Echo Harbor,10452,MoonlitMapleMocha,750mL,1,9.99,31/12/2016
34_Phoenixville_18884,34,Phoenixville,18884,VanillaVelour,750mL,20,17.99,31/12/2016
66_Brookside_1030,66,Brookside,1030,HarmonyQuaff,750mL,1,18.99,31/12/2016
66_Brookside_1094,66,Brookside,1094,TranquilBrew,750mL,18,41.99,31/12/2016
66_Brookside_1397,66,Brookside,1397,BlueberryBrew,750mL,63,14.99,31/12/2016
66_Brookside_1598,66,Brookside,1598,SunsetSerenade,750mL,1,949.99,31/12/2016
66_Brookside_1655,66,Brookside,1655,StarlitSaffronSensation,750mL,4,198.99,31/12/2016
66_Brookside_1692,66,Brookside,1692,FrothyForestFable,750mL,20,17.99,31/12/2016
66_Brookside_1896,66,Brookside,1896,AlpineAloeAria,750mL,16,109.99,31/12/2016
66_Brookside_2013,66,Brookside,2013,DriftwoodDelight,750mL,10,69.99,31/12/2016
66_Brookside_2598,66,Brookside,2598,TropicalTidewave,750mL,13,16.99,31/12/2016
66_Brookside_2807,66,Brookside,2807,PearlPop,750mL,22,89.99,31/12/2016
66_Brookside_2854,66,Brookside,2854,CloudNineCafé,750mL,55,54.99,31/12/2016
66_Brookside_2880,66,Brookside,2880,MountainMist,750mL,1,15.99,31/12/2016
32_Oceanview_3487,32,Oceanview,3487,SummerBerryBrio,750mL,17,16.99,31/12/2016
32_Oceanview_4246,32,Oceanview,4246,TranquilToffeeTwirl,375mL,40,5.49,31/12/2016
32_Oceanview_5124,32,Oceanview,5124,FrolicFrappe,1.75L,6,64.99,31/12/2016
27_Starling City_40175,27,Starling City,40175,SunburstSorbet,187mL 4 Pk,7,11.99,31/12/2016
27_Starling City_44854,27,Starling City,44854,ChocoMintMystique,750mL,9,49.99,31/12/2016
28_Havenhurst_1397,28,Havenhurst,1397,BlueberryBrew,750mL,5,14.99,31/12/2016
28_Havenhurst_1692,28,Havenhurst,1692,FrothyForestFable,750mL,10,17.99,31/12/2016
28_Havenhurst_1896,28,Havenhurst,1896,AlpineAloeAria,750mL,4,109.99,31/12/2016
28_Havenhurst_2854,28,Havenhurst,2854,CloudNineCafé,750mL,10,54.99,31/12/2016
28_Havenhurst_3237,28,Havenhurst,3237,ChilledCherryCharm,1.75L,5,23.99,31/12/2016
28_Havenhurst_3487,28,Havenhurst,3487,SummerBerryBrio,750mL,12,16.99,31/12/2016
28_Havenhurst_4246,28,Havenhurst,4246,TranquilToffeeTwirl,375mL,46,5.49,31/12/2016
43_Mystic Hollow_4246,43,Mystic Hollow,4246,TranquilToffeeTwirl,375mL,19,5.49,31/12/2016
43_Mystic Hollow_5124,43,Mystic Hollow,5124,FrolicFrappe,1.75L,10,64.99,31/12/2016
43_Mystic Hollow_5921,43,Mystic Hollow,5921,SparklingSaffron,750mL,10,19.99,31/12/2016
43_Mystic Hollow_6553,43,Mystic Hollow,6553,PomegranatePleasure,750mL,12,13.99,31/12/2016
43_Mystic Hollow_7725,43,Mystic Hollow,7725,MidnightMangoMist,750mL,6,9.99,31/12/2016
43_Mystic Hollow_8102,43,Mystic Hollow,8102,MidnightMochaMist,1.75L,10,24.99,31/12/2016
43_Mystic Hollow_8370,43,Mystic Hollow,8370,LavenderLullaby,1.75L,16,8.99,31/12/2016
43_Mystic Hollow_8907,43,Mystic Hollow,8907,RadiantRainforestRipple,1.5L,8,6.99,31/12/2016
35_Moonlight Cove_8370,35,Moonlight Cove,8370,LavenderLullaby,1.75L,8,8.99,31/12/2016
35_Moonlight Cove_8847,35,Moonlight Cove,8847,LuminousLagoon,750mL,11,5.99,31/12/2016
35_Moonlight Cove_11213,35,Moonlight Cove,11213,CitrusSilk,750mL,11,21.99,31/12/2016
35_Moonlight Cove_16328,35,Moonlight Cove,16328,TranquilToastedTaffy,500mL,8,3.99,31/12/2016
35_Moonlight Cove_19507,35,Moonlight Cove,19507,VelvetFizz,750mL,23,8.99,31/12/2016
35_Moonlight Cove_24002,35,Moonlight Cove,24002,EnchantedElderflowerElixir,1.5L,13,8.99,31/12/2016
35_Moonlight Cove_24094,35,Moonlight Cove,24094,CitrusSilhouette,1.5L,11,6.99,31/12/2016
35_Moonlight Cove_35862,35,Moonlight Cove,35862,SunburstSip,750mL,9,19.99,31/12/2016
35_Moonlight Cove_37731,35,Moonlight Cove,37731,CosmicCider,3L,8,10.99,31/12/2016
35_Moonlight Cove_41212,35,Moonlight Cove,41212,SparkleBliss,750mL,29,14.99,31/12/2016
24_Lakeview_5921,24,Lakeview,5921,SparklingSaffron,750mL,5,19.99,31/12/2016
24_Lakeview_6553,24,Lakeview,6553,PomegranatePleasure,750mL,17,13.99,31/12/2016
24_Lakeview_8102,24,Lakeview,8102,MidnightMochaMist,1.75L,11,24.99,31/12/2016
24_Lakeview_8370,24,Lakeview,8370,LavenderLullaby,1.75L,13,8.99,31/12/2016
24_Lakeview_8907,24,Lakeview,8907,RadiantRainforestRipple,1.5L,9,6.99,31/12/2016
24_Lakeview_11213,24,Lakeview,11213,CitrusSilk,750mL,16,21.99,31/12/2016
24_Lakeview_14439,24,Lakeview,14439,LushLagoonLatte,750mL,10,4.99,31/12/2016
24_Lakeview_16328,24,Lakeview,16328,TranquilToastedTaffy,500mL,9,3.99,31/12/2016
24_Lakeview_19507,24,Lakeview,19507,VelvetFizz,750mL,20,8.99,31/12/2016
24_Lakeview_24002,24,Lakeview,24002,EnchantedElderflowerElixir,1.5L,26,8.99,31/12/2016
24_Lakeview_24094,24,Lakeview,24094,CitrusSilhouette,1.5L,0,6.99,31/12/2016
21_Moonstone_3237,21,Moonstone,3237,ChilledCherryCharm,1.75L,6,23.99,31/12/2016
21_Moonstone_3296,21,Moonstone,3296,MysticMangoMingle,750mL,6,22.99,31/12/2016
21_Moonstone_3487,21,Moonstone,3487,SummerBerryBrio,750mL,14,16.99,31/12/2016
21_Moonstone_4246,21,Moonstone,4246,TranquilToffeeTwirl,375mL,12,5.49,31/12/2016
21_Moonstone_5124,21,Moonstone,5124,FrolicFrappe,1.75L,14,64.99,31/12/2016
77_Willowmere_37731,77,Willowmere,37731,CosmicCider,3L,9,10.99,31/12/2016
78_Serendipity Springs_1094,78,Serendipity Springs,1094,TranquilBrew,750mL,3,41.99,31/12/2016
78_Serendipity Springs_1397,78,Serendipity Springs,1397,BlueberryBrew,750mL,69,14.99,31/12/2016
78_Serendipity Springs_1692,78,Serendipity Springs,1692,FrothyForestFable,750mL,20,17.99,31/12/2016
78_Serendipity Springs_1896,78,Serendipity Springs,1896,AlpineAloeAria,750mL,4,109.99,31/12/2016
78_Serendipity Springs_2598,78,Serendipity Springs,2598,TropicalTidewave,750mL,7,16.99,31/12/2016
78_Serendipity Springs_2854,78,Serendipity Springs,2854,CloudNineCafé,750mL,9,54.99,31/12/2016
78_Serendipity Springs_3237,78,Serendipity Springs,3237,ChilledCherryCharm,1.75L,15,23.99,31/12/2016
78_Serendipity Springs_3487,78,Serendipity Springs,3487,SummerBerryBrio,750mL,15,16.99,31/12/2016
38_Willowfield_34020,38,Willowfield,34020,AuroraZest,750mL,20,18.99,31/12/2016
38_Willowfield_35862,38,Willowfield,35862,SunburstSip,750mL,16,19.99,31/12/2016
38_Willowfield_37731,38,Willowfield,37731,CosmicCider,3L,26,10.99,31/12/2016
38_Willowfield_40175,38,Willowfield,40175,SunburstSorbet,187mL 4 Pk,20,11.99,31/12/2016
38_Willowfield_41212,38,Willowfield,41212,SparkleBliss,750mL,20,14.99,31/12/2016
38_Willowfield_44854,38,Willowfield,44854,ChocoMintMystique,750mL,16,49.99,31/12/2016
38_Willowfield_45474,38,Willowfield,45474,WhisperingWindchai,750mL,12,54.99,31/12/2016
38_Willowfield_90011,38,Willowfield,90011,RadiantRooibos,750mL,23,144.99,31/12/2016
20_Silverdale_1094,20,Silverdale,1094,TranquilBrew,750mL,14,41.99,31/12/2016
20_Silverdale_1397,20,Silverdale,1397,BlueberryBrew,750mL,62,14.99,31/12/2016
20_Silverdale_1460,20,Silverdale,1460,TranquilityTeaze,750mL,2,21.99,31/12/2016
20_Silverdale_1692,20,Silverdale,1692,FrothyForestFable,750mL,33,17.99,31/12/2016
20_Silverdale_1896,20,Silverdale,1896,AlpineAloeAria,750mL,6,109.99,31/12/2016
20_Silverdale_2598,20,Silverdale,2598,TropicalTidewave,750mL,11,16.99,31/12/2016
20_Silverdale_2854,20,Silverdale,2854,CloudNineCafé,750mL,4,54.99,31/12/2016
20_Silverdale_3237,20,Silverdale,3237,ChilledCherryCharm,1.75L,14,23.99,31/12/2016
20_Silverdale_3487,20,Silverdale,3487,SummerBerryBrio,750mL,16,16.99,31/12/2016
15_Meadowhaven_17487,15,Meadowhaven,17487,CelestialSwell,750mL,9,5.99,31/12/2016
15_Meadowhaven_18884,15,Meadowhaven,18884,VanillaVelour,750mL,2,17.99,31/12/2016
15_Meadowhaven_19055,15,Meadowhaven,19055,VelvetVista,750mL,17,9.99,31/12/2016
15_Meadowhaven_19175,15,Meadowhaven,19175,StarrySipAmericano,750mL,5,11.99,31/12/2016
15_Meadowhaven_19507,15,Meadowhaven,19507,VelvetFizz,750mL,6,8.99,31/12/2016
15_Meadowhaven_19549,15,Meadowhaven,19549,FrostedFable,3L,11,13.99,31/12/2016
15_Meadowhaven_20400,15,Meadowhaven,20400,StarrySpicedSorbet,750mL,10,13.99,31/12/2016
15_Meadowhaven_22421,15,Meadowhaven,22421,WhisperingWillow,750mL,5,12.99,31/12/2016
15_Meadowhaven_24002,15,Meadowhaven,24002,EnchantedElderflowerElixir,1.5L,17,8.99,31/12/2016
15_Meadowhaven_24310,15,Meadowhaven,24310,ZestSplash,750mL,0,7.99,31/12/2016
15_Meadowhaven_24673,15,Meadowhaven,24673,ZenBrew,1.5L,8,15.99,31/12/2016
15_Meadowhaven_25159,15,Meadowhaven,25159,Peaches-n-Dream,750mL,2,11.99,31/12/2016
7_Misty Hollow_16159,7,Misty Hollow,16159,GlimmerQuench,750mL,16,9.99,31/12/2016
7_Misty Hollow_16179,7,Misty Hollow,16179,FrostedMapleMingle,750mL,2,49.99,31/12/2016
7_Misty Hollow_16328,7,Misty Hollow,16328,TranquilToastedTaffy,500mL,0,3.99,31/12/2016
7_Misty Hollow_16380,7,Misty Hollow,16380,CelestialChai,750mL,13,10.99,31/12/2016
7_Misty Hollow_19055,7,Misty Hollow,19055,VelvetVista,750mL,14,9.99,31/12/2016
7_Misty Hollow_19507,7,Misty Hollow,19507,VelvetFizz,750mL,21,8.99,31/12/2016
7_Misty Hollow_22421,7,Misty Hollow,22421,WhisperingWillow,750mL,7,12.99,31/12/2016
7_Misty Hollow_24002,7,Misty Hollow,24002,EnchantedElderflowerElixir,1.5L,13,8.99,31/12/2016
7_Misty Hollow_25728,7,Misty Hollow,25728,BlissfulButterscotchBrew,750mL,12,62.99,31/12/2016
7_Misty Hollow_26754,7,Misty Hollow,26754,HushedHazelnut,750mL,0,26.99,31/12/2016
7_Misty Hollow_27644,7,Misty Hollow,27644,EnchantedIced,750mL,10,9.99,31/12/2016
22_Stonebridge_1094,22,Stonebridge,1094,TranquilBrew,750mL,8,41.99,31/12/2016
22_Stonebridge_1397,22,Stonebridge,1397,BlueberryBrew,750mL,36,14.99,31/12/2016
22_Stonebridge_1692,22,Stonebridge,1692,FrothyForestFable,750mL,7,17.99,31/12/2016
22_Stonebridge_1896,22,Stonebridge,1896,AlpineAloeAria,750mL,8,109.99,31/12/2016
22_Stonebridge_2598,22,Stonebridge,2598,TropicalTidewave,750mL,2,16.99,31/12/2016
22_Stonebridge_2854,22,Stonebridge,2854,CloudNineCafé,750mL,13,54.99,31/12/2016
22_Stonebridge_3237,22,Stonebridge,3237,ChilledCherryCharm,1.75L,6,23.99,31/12/2016
22_Stonebridge_3296,22,Stonebridge,3296,MysticMangoMingle,750mL,3,22.99,31/12/2016
22_Stonebridge_3487,22,Stonebridge,3487,SummerBerryBrio,750mL,5,16.99,31/12/2016
32_Oceanview_35862,32,Oceanview,35862,SunburstSip,750mL,14,19.99,31/12/2016
32_Oceanview_37731,32,Oceanview,37731,CosmicCider,3L,11,10.99,31/12/2016
32_Oceanview_41212,32,Oceanview,41212,SparkleBliss,750mL,49,14.99,31/12/2016
33_Crestwood_804,33,Crestwood,804,TwilightTingle,Liter,4,15.49,31/12/2016
33_Crestwood_1094,33,Crestwood,1094,TranquilBrew,750mL,4,41.99,31/12/2016
33_Crestwood_1397,33,Crestwood,1397,BlueberryBrew,750mL,49,14.99,31/12/2016
33_Crestwood_1655,33,Crestwood,1655,StarlitSaffronSensation,750mL,2,198.99,31/12/2016
33_Crestwood_1692,33,Crestwood,1692,FrothyForestFable,750mL,9,17.99,31/12/2016
33_Crestwood_1896,33,Crestwood,1896,AlpineAloeAria,750mL,5,109.99,31/12/2016
33_Crestwood_2013,33,Crestwood,2013,DriftwoodDelight,750mL,5,69.99,31/12/2016
26_Serenity Springs_40175,26,Serenity Springs,40175,SunburstSorbet,187mL 4 Pk,0,11.99,31/12/2016
27_Starling City_1094,27,Starling City,1094,TranquilBrew,750mL,3,41.99,31/12/2016
27_Starling City_1397,27,Starling City,1397,BlueberryBrew,750mL,14,14.99,31/12/2016
27_Starling City_1692,27,Starling City,1692,FrothyForestFable,750mL,14,17.99,31/12/2016
27_Starling City_1896,27,Starling City,1896,AlpineAloeAria,750mL,8,109.99,31/12/2016
27_Starling City_2598,27,Starling City,2598,TropicalTidewave,750mL,5,16.99,31/12/2016
27_Starling City_2807,27,Starling City,2807,PearlPop,750mL,23,89.99,31/12/2016
27_Starling City_2854,27,Starling City,2854,CloudNineCafé,750mL,14,54.99,31/12/2016
27_Starling City_3237,27,Starling City,3237,ChilledCherryCharm,1.75L,7,23.99,31/12/2016
27_Starling City_3487,27,Starling City,3487,SummerBerryBrio,750mL,21,16.99,31/12/2016
19_Amber Springs_1094,19,Amber Springs,1094,TranquilBrew,750mL,3,41.99,31/12/2016
19_Amber Springs_1397,19,Amber Springs,1397,BlueberryBrew,750mL,30,14.99,31/12/2016
19_Amber Springs_1655,19,Amber Springs,1655,StarlitSaffronSensation,750mL,3,198.99,31/12/2016
19_Amber Springs_1692,19,Amber Springs,1692,FrothyForestFable,750mL,10,17.99,31/12/2016
19_Amber Springs_1896,19,Amber Springs,1896,AlpineAloeAria,750mL,3,109.99,31/12/2016
19_Amber Springs_2598,19,Amber Springs,2598,TropicalTidewave,750mL,16,16.99,31/12/2016
19_Amber Springs_2854,19,Amber Springs,2854,CloudNineCafé,750mL,12,54.99,31/12/2016
19_Amber Springs_3237,19,Amber Springs,3237,ChilledCherryCharm,1.75L,9,23.99,31/12/2016
19_Amber Springs_3487,19,Amber Springs,3487,SummerBerryBrio,750mL,18,16.99,31/12/2016
41_Twilight Harbor_13932,41,Twilight Harbor,13932,VelvetVanillaVoyage,750mL,6,4.79,31/12/2016
41_Twilight Harbor_14383,41,Twilight Harbor,14383,SunlitSnowfruitSip,750mL,16,15.99,31/12/2016
41_Twilight Harbor_14439,41,Twilight Harbor,14439,LushLagoonLatte,750mL,22,4.99,31/12/2016
41_Twilight Harbor_15007,41,Twilight Harbor,15007,BubbleHarbor,750mL,13,19.99,31/12/2016
41_Twilight Harbor_15076,41,Twilight Harbor,15076,MoonlitMacchiato,750mL,8,11.99,31/12/2016
41_Twilight Harbor_15349,41,Twilight Harbor,15349,BlossomButterflyBrew,300mL,12,7.99,31/12/2016
41_Twilight Harbor_16159,41,Twilight Harbor,16159,GlimmerQuench,750mL,12,9.99,31/12/2016
41_Twilight Harbor_16179,41,Twilight Harbor,16179,FrostedMapleMingle,750mL,12,49.99,31/12/2016
41_Twilight Harbor_16180,41,Twilight Harbor,16180,CozyCaramelCrave,750mL,14,10.99,31/12/2016
41_Twilight Harbor_16328,41,Twilight Harbor,16328,TranquilToastedTaffy,500mL,22,3.99,31/12/2016
41_Twilight Harbor_16380,41,Twilight Harbor,16380,CelestialChai,750mL,13,10.99,31/12/2016
41_Twilight Harbor_17487,41,Twilight Harbor,17487,CelestialSwell,750mL,4,5.99,31/12/2016
41_Twilight Harbor_18884,41,Twilight Harbor,18884,VanillaVelour,750mL,7,17.99,31/12/2016
23_Willowbrook_2013,23,Willowbrook,2013,DriftwoodDelight,750mL,11,69.99,31/12/2016
23_Willowbrook_2598,23,Willowbrook,2598,TropicalTidewave,750mL,1,16.99,31/12/2016
23_Willowbrook_2854,23,Willowbrook,2854,CloudNineCafé,750mL,64,54.99,31/12/2016
23_Willowbrook_3237,23,Willowbrook,3237,ChilledCherryCharm,1.75L,19,23.99,31/12/2016
23_Willowbrook_3296,23,Willowbrook,3296,MysticMangoMingle,750mL,7,22.99,31/12/2016
23_Willowbrook_3487,23,Willowbrook,3487,SummerBerryBrio,750mL,18,16.99,31/12/2016
11_Eldertown_8102,11,Eldertown,8102,MidnightMochaMist,1.75L,24,24.99,31/12/2016
11_Eldertown_8370,11,Eldertown,8370,LavenderLullaby,1.75L,13,8.99,31/12/2016
11_Eldertown_10452,11,Eldertown,10452,MoonlitMapleMocha,750mL,12,9.99,31/12/2016
11_Eldertown_11213,11,Eldertown,11213,CitrusSilk,750mL,39,21.99,31/12/2016
11_Eldertown_14383,11,Eldertown,14383,SunlitSnowfruitSip,750mL,16,15.99,31/12/2016
11_Eldertown_14439,11,Eldertown,14439,LushLagoonLatte,750mL,11,4.99,31/12/2016
11_Eldertown_15651,11,Eldertown,15651,MoonlitMojito,750mL,23,13.99,31/12/2016
11_Eldertown_16328,11,Eldertown,16328,TranquilToastedTaffy,500mL,11,3.99,31/12/2016
11_Eldertown_19507,11,Eldertown,19507,VelvetFizz,750mL,23,8.99,31/12/2016
11_Eldertown_23874,11,Eldertown,23874,MoonlitMingle,750mL,3,54.99,31/12/2016
11_Eldertown_24002,11,Eldertown,24002,EnchantedElderflowerElixir,1.5L,17,8.99,31/12/2016
4_Cedar Ridge_14383,4,Cedar Ridge,14383,SunlitSnowfruitSip,750mL,11,15.99,31/12/2016
4_Cedar Ridge_14439,4,Cedar Ridge,14439,LushLagoonLatte,750mL,3,4.99,31/12/2016
4_Cedar Ridge_16159,4,Cedar Ridge,16159,GlimmerQuench,750mL,31,9.99,31/12/2016
4_Cedar Ridge_16180,4,Cedar Ridge,16180,CozyCaramelCrave,750mL,6,10.99,31/12/2016
4_Cedar Ridge_16328,4,Cedar Ridge,16328,TranquilToastedTaffy,500mL,16,3.99,31/12/2016
4_Cedar Ridge_16380,4,Cedar Ridge,16380,CelestialChai,750mL,12,10.99,31/12/2016
4_Cedar Ridge_17487,4,Cedar Ridge,17487,CelestialSwell,750mL,4,5.99,31/12/2016
4_Cedar Ridge_19175,4,Cedar Ridge,19175,StarrySipAmericano,750mL,26,11.99,31/12/2016
4_Cedar Ridge_19507,4,Cedar Ridge,19507,VelvetFizz,750mL,21,8.99,31/12/2016
4_Cedar Ridge_19549,4,Cedar Ridge,19549,FrostedFable,3L,34,13.99,31/12/2016
4_Cedar Ridge_24002,4,Cedar Ridge,24002,EnchantedElderflowerElixir,1.5L,7,8.99,31/12/2016
4_Cedar Ridge_27644,4,Cedar Ridge,27644,EnchantedIced,750mL,7,9.99,31/12/2016
4_Cedar Ridge_29407,4,Cedar Ridge,29407,WildWisteriaWhirl,750mL,17,15.99,31/12/2016
4_Cedar Ridge_29996,4,Cedar Ridge,29996,WhisperQuencher,750mL,31,16.99,31/12/2016
4_Cedar Ridge_32604,4,Cedar Ridge,32604,CarnivalChill,750mL,1,9.99,31/12/2016
34_Phoenixville_44854,34,Phoenixville,44854,ChocoMintMystique,750mL,12,49.99,31/12/2016
34_Phoenixville_45474,34,Phoenixville,45474,WhisperingWindchai,750mL,2,54.99,31/12/2016
34_Phoenixville_90011,34,Phoenixville,90011,RadiantRooibos,750mL,18,144.99,31/12/2016
35_Moonlight Cove_804,35,Moonlight Cove,804,TwilightTingle,Liter,3,15.49,31/12/2016
35_Moonlight Cove_1094,35,Moonlight Cove,1094,TranquilBrew,750mL,7,41.99,31/12/2016
35_Moonlight Cove_1397,35,Moonlight Cove,1397,BlueberryBrew,750mL,26,14.99,31/12/2016
35_Moonlight Cove_1692,35,Moonlight Cove,1692,FrothyForestFable,750mL,6,17.99,31/12/2016
35_Moonlight Cove_1896,35,Moonlight Cove,1896,AlpineAloeAria,750mL,8,109.99,31/12/2016
35_Moonlight Cove_2598,35,Moonlight Cove,2598,TropicalTidewave,750mL,9,16.99,31/12/2016
35_Moonlight Cove_2854,35,Moonlight Cove,2854,CloudNineCafé,750mL,4,54.99,31/12/2016
35_Moonlight Cove_3237,35,Moonlight Cove,3237,ChilledCherryCharm,1.75L,16,23.99,31/12/2016
10_Willowville_6553,10,Willowville,6553,PomegranatePleasure,750mL,15,13.99,31/12/2016
10_Willowville_8102,10,Willowville,8102,MidnightMochaMist,1.75L,26,24.99,31/12/2016
10_Willowville_8370,10,Willowville,8370,LavenderLullaby,1.75L,5,8.99,31/12/2016
10_Willowville_8847,10,Willowville,8847,LuminousLagoon,750mL,0,5.99,31/12/2016
10_Willowville_11213,10,Willowville,11213,CitrusSilk,750mL,26,21.99,31/12/2016
41_Twilight Harbor_19055,41,Twilight Harbor,19055,VelvetVista,750mL,12,9.99,31/12/2016
41_Twilight Harbor_19175,41,Twilight Harbor,19175,StarrySipAmericano,750mL,12,11.99,31/12/2016
41_Twilight Harbor_19507,41,Twilight Harbor,19507,VelvetFizz,750mL,7,8.99,31/12/2016
41_Twilight Harbor_19549,41,Twilight Harbor,19549,FrostedFable,3L,7,13.99,31/12/2016
13_Harmony Bay_4246,13,Harmony Bay,4246,TranquilToffeeTwirl,375mL,22,5.49,31/12/2016
13_Harmony Bay_5124,13,Harmony Bay,5124,FrolicFrappe,1.75L,3,64.99,31/12/2016
13_Harmony Bay_5921,13,Harmony Bay,5921,SparklingSaffron,750mL,15,19.99,31/12/2016
13_Harmony Bay_6553,13,Harmony Bay,6553,PomegranatePleasure,750mL,13,13.99,31/12/2016
13_Harmony Bay_8102,13,Harmony Bay,8102,MidnightMochaMist,1.75L,18,24.99,31/12/2016
13_Harmony Bay_8370,13,Harmony Bay,8370,LavenderLullaby,1.75L,3,8.99,31/12/2016
13_Harmony Bay_11213,13,Harmony Bay,11213,CitrusSilk,750mL,3,21.99,31/12/2016
45_Willow Lake_8102,45,Willow Lake,8102,MidnightMochaMist,1.75L,7,24.99,31/12/2016
45_Willow Lake_8370,45,Willow Lake,8370,LavenderLullaby,1.75L,17,8.99,31/12/2016
45_Willow Lake_8907,45,Willow Lake,8907,RadiantRainforestRipple,1.5L,7,6.99,31/12/2016
45_Willow Lake_11213,45,Willow Lake,11213,CitrusSilk,750mL,8,21.99,31/12/2016
45_Willow Lake_14383,45,Willow Lake,14383,SunlitSnowfruitSip,750mL,11,15.99,31/12/2016
