InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
25_Crystal Falls_24002,25,Crystal Falls,24002,EnchantedElderflowerElixir,1.5L,24,8.99,01/01/2016
25_Crystal Falls_24310,25,Crystal Falls,24310,ZestSplash,750mL,1,12.99,01/01/2016
25_Crystal Falls_24673,25,Crystal Falls,24673,ZenBrew,1.5L,5,15.99,01/01/2016
25_Crystal Falls_27644,25,Crystal Falls,27644,EnchantedIced,750mL,24,9.99,01/01/2016
25_Crystal Falls_29407,25,Crystal Falls,29407,WildWisteriaWhirl,750mL,58,15.99,01/01/2016
25_Crystal Falls_29996,25,Crystal Falls,29996,WhisperQuencher,750mL,25,16.99,01/01/2016
25_Crystal Falls_31541,25,Crystal Falls,31541,OasisWhirl,750mL,45,20.99,01/01/2016
25_Crystal Falls_32604,25,Crystal Falls,32604,CarnivalChill,750mL,4,9.95,01/01/2016
25_Crystal Falls_33683,25,Crystal Falls,33683,FrothEuphoria,1.5L,12,20.99,01/01/2016
25_Crystal Falls_35862,25,Crystal Falls,35862,SunburstSip,750mL,12,19.99,01/01/2016
66_Brookside_11340,66,Brookside,11340,BlissfulBubbly,750mL,21,13.99,01/01/2016
66_Brookside_12324,66,Brookside,12324,RadiantRipple,750mL,11,28.99,01/01/2016
66_Brookside_13229,66,Brookside,13229,CosmicCoconutCrush,750mL,2,99.99,01/01/2016
66_Brookside_14383,66,Brookside,14383,SunlitSnowfruitSip,750mL,9,15.99,01/01/2016
66_Brookside_14439,66,Brookside,14439,LushLagoonLatte,750mL,27,4.99,01/01/2016
66_Brookside_15007,66,Brookside,15007,BubbleHarbor,750mL,15,19.99,01/01/2016
66_Brookside_15076,66,Brookside,15076,MoonlitMacchiato,750mL,12,11.99,01/01/2016
66_Brookside_15651,66,Brookside,15651,MoonlitMojito,750mL,20,13.99,01/01/2016
66_Brookside_15721,66,Brookside,15721,BlissfulBlueberryBurst,750mL,1,24.99,01/01/2016
66_Brookside_16159,66,Brookside,16159,GlimmerQuench,750mL,34,9.99,01/01/2016
66_Brookside_16179,66,Brookside,16179,FrostedMapleMingle,750mL,1,49.99,01/01/2016
66_Brookside_16180,66,Brookside,16180,CozyCaramelCrave,750mL,35,10.99,01/01/2016
66_Brookside_16328,66,Brookside,16328,TranquilToastedTaffy,500mL,18,3.99,01/01/2016
66_Brookside_16380,66,Brookside,16380,CelestialChai,750mL,10,10.99,01/01/2016
66_Brookside_17100,66,Brookside,17100,SipSerenity,750mL,13,7.99,01/01/2016
66_Brookside_17375,66,Brookside,17375,EnchantedEspresso,750mL,6,52.99,01/01/2016
66_Brookside_18884,66,Brookside,18884,VanillaVelour,750mL,18,15.99,01/01/2016
38_Willowfield_34020,38,Willowfield,34020,AuroraZest,750mL,12,19.99,01/01/2016
38_Willowfield_35862,38,Willowfield,35862,SunburstSip,750mL,15,19.99,01/01/2016
38_Willowfield_37731,38,Willowfield,37731,CosmicCider,3L,27,10.99,01/01/2016
38_Willowfield_40175,38,Willowfield,40175,SunburstSorbet,187mL 4 Pk,14,11.99,01/01/2016
38_Willowfield_41212,38,Willowfield,41212,SparkleBliss,750mL,14,15.99,01/01/2016
38_Willowfield_44854,38,Willowfield,44854,ChocoMintMystique,750mL,17,51.99,01/01/2016
38_Willowfield_45474,38,Willowfield,45474,WhisperingWindchai,750mL,3,49.99,01/01/2016
38_Willowfield_90011,38,Willowfield,90011,RadiantRooibos,750mL,24,144.99,01/01/2016
22_Stonebridge_5921,22,Stonebridge,5921,SparklingSaffron,750mL,9,21.99,01/01/2016
22_Stonebridge_6553,22,Stonebridge,6553,PomegranatePleasure,750mL,6,11.99,01/01/2016
22_Stonebridge_7725,22,Stonebridge,7725,MidnightMangoMist,750mL,5,9.99,01/01/2016
22_Stonebridge_8102,22,Stonebridge,8102,MidnightMochaMist,1.75L,7,24.99,01/01/2016
22_Stonebridge_8370,22,Stonebridge,8370,LavenderLullaby,1.75L,11,10.99,01/01/2016
22_Stonebridge_8847,22,Stonebridge,8847,LuminousLagoon,750mL,12,5.99,01/01/2016
22_Stonebridge_11213,22,Stonebridge,11213,CitrusSilk,750mL,10,18.99,01/01/2016
22_Stonebridge_14383,22,Stonebridge,14383,SunlitSnowfruitSip,750mL,5,15.99,01/01/2016
22_Stonebridge_14439,22,Stonebridge,14439,LushLagoonLatte,750mL,9,4.99,01/01/2016
30_Whispering Pines_17487,30,Whispering Pines,17487,CelestialSwell,750mL,10,6.99,01/01/2016
30_Whispering Pines_19055,30,Whispering Pines,19055,VelvetVista,750mL,4,9.99,01/01/2016
30_Whispering Pines_19507,30,Whispering Pines,19507,VelvetFizz,750mL,5,7.99,01/01/2016
30_Whispering Pines_20400,30,Whispering Pines,20400,StarrySpicedSorbet,750mL,15,13.99,01/01/2016
30_Whispering Pines_24002,30,Whispering Pines,24002,EnchantedElderflowerElixir,1.5L,20,8.99,01/01/2016
30_Whispering Pines_24673,30,Whispering Pines,24673,ZenBrew,1.5L,7,15.99,01/01/2016
30_Whispering Pines_27644,30,Whispering Pines,27644,EnchantedIced,750mL,5,9.99,01/01/2016
30_Whispering Pines_28565,30,Whispering Pines,28565,WhisperingWatermelonWhim,750mL,13,12.99,01/01/2016
30_Whispering Pines_29407,30,Whispering Pines,29407,WildWisteriaWhirl,750mL,3,15.99,01/01/2016
30_Whispering Pines_29996,30,Whispering Pines,29996,WhisperQuencher,750mL,12,16.99,01/01/2016
30_Whispering Pines_31541,30,Whispering Pines,31541,OasisWhirl,750mL,11,20.99,01/01/2016
30_Whispering Pines_33035,30,Whispering Pines,33035,MapleMystique,750mL,5,8.99,01/01/2016
30_Whispering Pines_33683,30,Whispering Pines,33683,FrothEuphoria,1.5L,8,20.99,01/01/2016
30_Whispering Pines_35862,30,Whispering Pines,35862,SunburstSip,750mL,14,19.99,01/01/2016
30_Whispering Pines_37731,30,Whispering Pines,37731,CosmicCider,3L,7,10.99,01/01/2016
30_Whispering Pines_41212,30,Whispering Pines,41212,SparkleBliss,750mL,16,15.99,01/01/2016
51_Mountaincrest_5921,51,Mountaincrest,5921,SparklingSaffron,750mL,38,21.99,01/01/2016
51_Mountaincrest_6553,51,Mountaincrest,6553,PomegranatePleasure,750mL,9,11.99,01/01/2016
51_Mountaincrest_7725,51,Mountaincrest,7725,MidnightMangoMist,750mL,54,9.99,01/01/2016
51_Mountaincrest_8102,51,Mountaincrest,8102,MidnightMochaMist,1.75L,25,24.99,01/01/2016
51_Mountaincrest_8370,51,Mountaincrest,8370,LavenderLullaby,1.75L,7,10.99,01/01/2016
51_Mountaincrest_8847,51,Mountaincrest,8847,LuminousLagoon,750mL,10,5.99,01/01/2016
51_Mountaincrest_8907,51,Mountaincrest,8907,RadiantRainforestRipple,1.5L,10,6.99,01/01/2016
51_Mountaincrest_11213,51,Mountaincrest,11213,CitrusSilk,750mL,21,18.99,01/01/2016
51_Mountaincrest_14383,51,Mountaincrest,14383,SunlitSnowfruitSip,750mL,2,15.99,01/01/2016
51_Mountaincrest_14439,51,Mountaincrest,14439,LushLagoonLatte,750mL,18,4.99,01/01/2016
51_Mountaincrest_16180,51,Mountaincrest,16180,CozyCaramelCrave,750mL,16,10.99,01/01/2016
51_Mountaincrest_19507,51,Mountaincrest,19507,VelvetFizz,750mL,7,7.99,01/01/2016
51_Mountaincrest_19549,51,Mountaincrest,19549,FrostedFable,3L,7,14.99,01/01/2016
51_Mountaincrest_24002,51,Mountaincrest,24002,EnchantedElderflowerElixir,1.5L,17,8.99,01/01/2016
77_Willowmere_5124,77,Willowmere,5124,FrolicFrappe,1.75L,9,66.99,01/01/2016
77_Willowmere_5921,77,Willowmere,5921,SparklingSaffron,750mL,11,21.99,01/01/2016
77_Willowmere_6553,77,Willowmere,6553,PomegranatePleasure,750mL,14,11.99,01/01/2016
77_Willowmere_7725,77,Willowmere,7725,MidnightMangoMist,750mL,14,9.99,01/01/2016
77_Willowmere_8102,77,Willowmere,8102,MidnightMochaMist,1.75L,34,24.99,01/01/2016
54_Cascade City_19055,54,Cascade City,19055,VelvetVista,750mL,6,9.99,01/01/2016
54_Cascade City_19175,54,Cascade City,19175,StarrySipAmericano,750mL,17,11.99,01/01/2016
54_Cascade City_19507,54,Cascade City,19507,VelvetFizz,750mL,28,7.99,01/01/2016
54_Cascade City_19549,54,Cascade City,19549,FrostedFable,3L,6,14.99,01/01/2016
54_Cascade City_24002,54,Cascade City,24002,EnchantedElderflowerElixir,1.5L,10,8.99,01/01/2016
54_Cascade City_24310,54,Cascade City,24310,ZestSplash,750mL,10,12.99,01/01/2016
54_Cascade City_24557,54,Cascade City,24557,EnchantedEucalyptusElixir,750mL,12,12.99,01/01/2016
54_Cascade City_25159,54,Cascade City,25159,Peaches-n-Dream,750mL,10,11.99,01/01/2016
54_Cascade City_27644,54,Cascade City,27644,EnchantedIced,750mL,19,9.99,01/01/2016
54_Cascade City_29407,54,Cascade City,29407,WildWisteriaWhirl,750mL,46,15.99,01/01/2016
54_Cascade City_29996,54,Cascade City,29996,WhisperQuencher,750mL,43,16.99,01/01/2016
54_Cascade City_31541,54,Cascade City,31541,OasisWhirl,750mL,14,20.99,01/01/2016
54_Cascade City_32604,54,Cascade City,32604,CarnivalChill,750mL,8,9.95,01/01/2016
54_Cascade City_33683,54,Cascade City,33683,FrothEuphoria,1.5L,11,20.99,01/01/2016
54_Cascade City_37731,54,Cascade City,37731,CosmicCider,3L,5,10.99,01/01/2016
69_Serene Sands_40175,69,Serene Sands,40175,SunburstSorbet,187mL 4 Pk,20,11.99,01/01/2016
69_Serene Sands_41212,69,Serene Sands,41212,SparkleBliss,750mL,23,15.99,01/01/2016
69_Serene Sands_44854,69,Serene Sands,44854,ChocoMintMystique,750mL,14,51.99,01/01/2016
69_Serene Sands_45474,69,Serene Sands,45474,WhisperingWindchai,750mL,4,49.99,01/01/2016
69_Serene Sands_90011,69,Serene Sands,90011,RadiantRooibos,750mL,21,144.99,01/01/2016
70_Oakmere_1094,70,Oakmere,1094,TranquilBrew,750mL,3,41.99,01/01/2016
70_Oakmere_1397,70,Oakmere,1397,BlueberryBrew,750mL,28,13.99,01/01/2016
70_Oakmere_1692,70,Oakmere,1692,FrothyForestFable,750mL,11,18.49,01/01/2016
70_Oakmere_1896,70,Oakmere,1896,AlpineAloeAria,750mL,2,99.99,01/01/2016
6_Echo Harbor_4246,6,Echo Harbor,4246,TranquilToffeeTwirl,375mL,20,5.49,01/01/2016
6_Echo Harbor_5124,6,Echo Harbor,5124,FrolicFrappe,1.75L,8,66.99,01/01/2016
6_Echo Harbor_5921,6,Echo Harbor,5921,SparklingSaffron,750mL,5,21.99,01/01/2016
6_Echo Harbor_6553,6,Echo Harbor,6553,PomegranatePleasure,750mL,9,11.99,01/01/2016
6_Echo Harbor_7725,6,Echo Harbor,7725,MidnightMangoMist,750mL,13,9.99,01/01/2016
6_Echo Harbor_8102,6,Echo Harbor,8102,MidnightMochaMist,1.75L,16,24.99,01/01/2016
9_Eldermere_37731,9,Eldermere,37731,CosmicCider,3L,11,10.99,01/01/2016
9_Eldermere_41212,9,Eldermere,41212,SparkleBliss,750mL,10,15.99,01/01/2016
9_Eldermere_44854,9,Eldermere,44854,ChocoMintMystique,750mL,2,51.99,01/01/2016
10_Willowville_1022,10,Willowville,1022,FrostedFudgeFantasia,750mL,16,13.99,01/01/2016
10_Willowville_1094,10,Willowville,1094,TranquilBrew,750mL,4,41.99,01/01/2016
10_Willowville_1397,10,Willowville,1397,BlueberryBrew,750mL,46,13.99,01/01/2016
10_Willowville_1692,10,Willowville,1692,FrothyForestFable,750mL,19,18.49,01/01/2016
10_Willowville_1896,10,Willowville,1896,AlpineAloeAria,750mL,4,99.99,01/01/2016
10_Willowville_2598,10,Willowville,2598,TropicalTidewave,750mL,6,14.99,01/01/2016
61_Crystal Bay_8847,61,Crystal Bay,8847,LuminousLagoon,750mL,17,5.99,01/01/2016
61_Crystal Bay_11213,61,Crystal Bay,11213,CitrusSilk,750mL,15,18.99,01/01/2016
61_Crystal Bay_14383,61,Crystal Bay,14383,SunlitSnowfruitSip,750mL,6,15.99,01/01/2016
61_Crystal Bay_14439,61,Crystal Bay,14439,LushLagoonLatte,750mL,13,4.99,01/01/2016
61_Crystal Bay_15007,61,Crystal Bay,15007,BubbleHarbor,750mL,15,19.99,01/01/2016
61_Crystal Bay_16159,61,Crystal Bay,16159,GlimmerQuench,750mL,9,9.99,01/01/2016
61_Crystal Bay_16180,61,Crystal Bay,16180,CozyCaramelCrave,750mL,16,10.99,01/01/2016
61_Crystal Bay_16328,61,Crystal Bay,16328,TranquilToastedTaffy,500mL,34,3.99,01/01/2016
61_Crystal Bay_19055,61,Crystal Bay,19055,VelvetVista,750mL,10,9.99,01/01/2016
61_Crystal Bay_19175,61,Crystal Bay,19175,StarrySipAmericano,750mL,36,11.99,01/01/2016
61_Crystal Bay_19507,61,Crystal Bay,19507,VelvetFizz,750mL,37,7.99,01/01/2016
61_Crystal Bay_24002,61,Crystal Bay,24002,EnchantedElderflowerElixir,1.5L,13,8.99,01/01/2016
61_Crystal Bay_24673,61,Crystal Bay,24673,ZenBrew,1.5L,6,15.99,01/01/2016
59_Laurelton_19507,59,Laurelton,19507,VelvetFizz,750mL,22,7.99,01/01/2016
59_Laurelton_19549,59,Laurelton,19549,FrostedFable,3L,6,14.99,01/01/2016
59_Laurelton_21412,59,Laurelton,21412,DreamyDragonfruitDazzle,750mL,25,7.99,01/01/2016
59_Laurelton_24002,59,Laurelton,24002,EnchantedElderflowerElixir,1.5L,39,8.99,01/01/2016
59_Laurelton_24673,59,Laurelton,24673,ZenBrew,1.5L,15,15.99,01/01/2016
59_Laurelton_27644,59,Laurelton,27644,EnchantedIced,750mL,15,9.99,01/01/2016
59_Laurelton_29407,59,Laurelton,29407,WildWisteriaWhirl,750mL,27,15.99,01/01/2016
59_Laurelton_29996,59,Laurelton,29996,WhisperQuencher,750mL,69,16.99,01/01/2016
59_Laurelton_33683,59,Laurelton,33683,FrothEuphoria,1.5L,10,20.99,01/01/2016
59_Laurelton_35862,59,Laurelton,35862,SunburstSip,750mL,11,19.99,01/01/2016
59_Laurelton_37731,59,Laurelton,37731,CosmicCider,3L,8,10.99,01/01/2016
59_Laurelton_44854,59,Laurelton,44854,ChocoMintMystique,750mL,18,51.99,01/01/2016
77_Willowmere_8370,77,Willowmere,8370,LavenderLullaby,1.75L,17,10.99,01/01/2016
49_Sapphire Springs_5921,49,Sapphire Springs,5921,SparklingSaffron,750mL,20,21.99,01/01/2016
49_Sapphire Springs_6553,49,Sapphire Springs,6553,PomegranatePleasure,750mL,8,11.99,01/01/2016
49_Sapphire Springs_7725,49,Sapphire Springs,7725,MidnightMangoMist,750mL,36,9.99,01/01/2016
49_Sapphire Springs_8102,49,Sapphire Springs,8102,MidnightMochaMist,1.75L,39,24.99,01/01/2016
49_Sapphire Springs_8370,49,Sapphire Springs,8370,LavenderLullaby,1.75L,17,10.99,01/01/2016
49_Sapphire Springs_8847,49,Sapphire Springs,8847,LuminousLagoon,750mL,14,5.99,01/01/2016
49_Sapphire Springs_8907,49,Sapphire Springs,8907,RadiantRainforestRipple,1.5L,11,6.99,01/01/2016
49_Sapphire Springs_10452,49,Sapphire Springs,10452,MoonlitMapleMocha,750mL,4,9.99,01/01/2016
49_Sapphire Springs_11213,49,Sapphire Springs,11213,CitrusSilk,750mL,22,18.99,01/01/2016
49_Sapphire Springs_11340,49,Sapphire Springs,11340,BlissfulBubbly,750mL,11,13.99,01/01/2016
64_Havenwood_7725,64,Havenwood,7725,MidnightMangoMist,750mL,6,9.99,01/01/2016
64_Havenwood_8102,64,Havenwood,8102,MidnightMochaMist,1.75L,37,24.99,01/01/2016
64_Havenwood_8370,64,Havenwood,8370,LavenderLullaby,1.75L,9,10.99,01/01/2016
64_Havenwood_11213,64,Havenwood,11213,CitrusSilk,750mL,12,18.99,01/01/2016
64_Havenwood_12354,64,Havenwood,12354,WhisperingWhiskeyWisdom,750mL,11,5.29,01/01/2016
64_Havenwood_14383,64,Havenwood,14383,SunlitSnowfruitSip,750mL,3,15.99,01/01/2016
64_Havenwood_14439,64,Havenwood,14439,LushLagoonLatte,750mL,4,4.99,01/01/2016
64_Havenwood_16159,64,Havenwood,16159,GlimmerQuench,750mL,28,9.99,01/01/2016
64_Havenwood_16180,64,Havenwood,16180,CozyCaramelCrave,750mL,6,10.99,01/01/2016
64_Havenwood_17100,64,Havenwood,17100,SipSerenity,750mL,6,7.99,01/01/2016
56_Horizonville_8847,56,Horizonville,8847,LuminousLagoon,750mL,23,5.99,01/01/2016
56_Horizonville_8907,56,Horizonville,8907,RadiantRainforestRipple,1.5L,7,6.99,01/01/2016
56_Horizonville_11213,56,Horizonville,11213,CitrusSilk,750mL,26,18.99,01/01/2016
56_Horizonville_13932,56,Horizonville,13932,VelvetVanillaVoyage,750mL,12,4.79,01/01/2016
56_Horizonville_14383,56,Horizonville,14383,SunlitSnowfruitSip,750mL,11,15.99,01/01/2016
56_Horizonville_14439,56,Horizonville,14439,LushLagoonLatte,750mL,7,4.99,01/01/2016
56_Horizonville_16180,56,Horizonville,16180,CozyCaramelCrave,750mL,12,10.99,01/01/2016
56_Horizonville_16328,56,Horizonville,16328,TranquilToastedTaffy,500mL,12,3.99,01/01/2016
56_Horizonville_19175,56,Horizonville,19175,StarrySipAmericano,750mL,0,11.99,01/01/2016
56_Horizonville_19507,56,Horizonville,19507,VelvetFizz,750mL,20,7.99,01/01/2016
56_Horizonville_24002,56,Horizonville,24002,EnchantedElderflowerElixir,1.5L,11,8.99,01/01/2016
56_Horizonville_24094,56,Horizonville,24094,CitrusSilhouette,1.5L,18,6.99,01/01/2016
56_Horizonville_27644,56,Horizonville,27644,EnchantedIced,750mL,14,9.99,01/01/2016
56_Horizonville_29407,56,Horizonville,29407,WildWisteriaWhirl,750mL,41,15.99,01/01/2016
56_Horizonville_29996,56,Horizonville,29996,WhisperQuencher,750mL,43,16.99,01/01/2016
1_Havenbrook_5921,1,Havenbrook,5921,SparklingSaffron,750mL,8,21.99,01/01/2016
1_Havenbrook_6553,1,Havenbrook,6553,PomegranatePleasure,750mL,14,11.99,01/01/2016
1_Havenbrook_7725,1,Havenbrook,7725,MidnightMangoMist,750mL,25,9.99,01/01/2016
1_Havenbrook_8102,1,Havenbrook,8102,MidnightMochaMist,1.75L,17,24.99,01/01/2016
1_Havenbrook_8370,1,Havenbrook,8370,LavenderLullaby,1.75L,20,10.99,01/01/2016
1_Havenbrook_11213,1,Havenbrook,11213,CitrusSilk,750mL,21,18.99,01/01/2016
1_Havenbrook_11340,1,Havenbrook,11340,BlissfulBubbly,750mL,9,13.99,01/01/2016
1_Havenbrook_14383,1,Havenbrook,14383,SunlitSnowfruitSip,750mL,5,15.99,01/01/2016
18_Mistwood_5921,18,Mistwood,5921,SparklingSaffron,750mL,8,21.99,01/01/2016
18_Mistwood_6553,18,Mistwood,6553,PomegranatePleasure,750mL,15,11.99,01/01/2016
18_Mistwood_8102,18,Mistwood,8102,MidnightMochaMist,1.75L,9,24.99,01/01/2016
18_Mistwood_8370,18,Mistwood,8370,LavenderLullaby,1.75L,9,10.99,01/01/2016
18_Mistwood_11213,18,Mistwood,11213,CitrusSilk,750mL,23,18.99,01/01/2016
18_Mistwood_14439,18,Mistwood,14439,LushLagoonLatte,750mL,3,4.99,01/01/2016
18_Mistwood_16328,18,Mistwood,16328,TranquilToastedTaffy,500mL,13,3.99,01/01/2016
18_Mistwood_24002,18,Mistwood,24002,EnchantedElderflowerElixir,1.5L,8,8.99,01/01/2016
18_Mistwood_24094,18,Mistwood,24094,CitrusSilhouette,1.5L,7,6.99,01/01/2016
18_Mistwood_29996,18,Mistwood,29996,WhisperQuencher,750mL,6,16.99,01/01/2016
18_Mistwood_33683,18,Mistwood,33683,FrothEuphoria,1.5L,15,20.99,01/01/2016
14_Rivertowne_4246,14,Rivertowne,4246,TranquilToffeeTwirl,375mL,32,5.49,01/01/2016
14_Rivertowne_5124,14,Rivertowne,5124,FrolicFrappe,1.75L,9,66.99,01/01/2016
14_Rivertowne_5921,14,Rivertowne,5921,SparklingSaffron,750mL,31,21.99,01/01/2016
14_Rivertowne_6553,14,Rivertowne,6553,PomegranatePleasure,750mL,15,11.99,01/01/2016
33_Crestwood_27644,33,Crestwood,27644,EnchantedIced,750mL,11,9.99,01/01/2016
33_Crestwood_29407,33,Crestwood,29407,WildWisteriaWhirl,750mL,48,15.99,01/01/2016
33_Crestwood_29996,33,Crestwood,29996,WhisperQuencher,750mL,51,16.99,01/01/2016
33_Crestwood_31541,33,Crestwood,31541,OasisWhirl,750mL,23,20.99,01/01/2016
33_Crestwood_32604,33,Crestwood,32604,CarnivalChill,750mL,9,9.95,01/01/2016
33_Crestwood_33683,33,Crestwood,33683,FrothEuphoria,1.5L,5,20.99,01/01/2016
33_Crestwood_34020,33,Crestwood,34020,AuroraZest,750mL,8,19.99,01/01/2016
33_Crestwood_35862,33,Crestwood,35862,SunburstSip,750mL,4,19.99,01/01/2016
33_Crestwood_37731,33,Crestwood,37731,CosmicCider,3L,11,10.99,01/01/2016
33_Crestwood_41212,33,Crestwood,41212,SparkleBliss,750mL,12,15.99,01/01/2016
33_Crestwood_44854,33,Crestwood,44854,ChocoMintMystique,750mL,17,51.99,01/01/2016
35_Moonlight Cove_35862,35,Moonlight Cove,35862,SunburstSip,750mL,13,19.99,01/01/2016
35_Moonlight Cove_37731,35,Moonlight Cove,37731,CosmicCider,3L,8,10.99,01/01/2016
36_Riverbend_1397,36,Riverbend,1397,BlueberryBrew,750mL,9,13.99,01/01/2016
36_Riverbend_1692,36,Riverbend,1692,FrothyForestFable,750mL,7,18.49,01/01/2016
36_Riverbend_1896,36,Riverbend,1896,AlpineAloeAria,750mL,3,99.99,01/01/2016
36_Riverbend_2679,36,Riverbend,2679,OceanOpal,750mL,18,19.99,01/01/2016
36_Riverbend_2854,36,Riverbend,2854,CloudNineCafé,750mL,12,54.99,01/01/2016
36_Riverbend_3487,36,Riverbend,3487,SummerBerryBrio,750mL,14,16.99,01/01/2016
73_Cypress Springs_16159,73,Cypress Springs,16159,GlimmerQuench,750mL,33,9.99,01/01/2016
73_Cypress Springs_16179,73,Cypress Springs,16179,FrostedMapleMingle,750mL,9,49.99,01/01/2016
73_Cypress Springs_16180,73,Cypress Springs,16180,CozyCaramelCrave,750mL,25,10.99,01/01/2016
73_Cypress Springs_16328,73,Cypress Springs,16328,TranquilToastedTaffy,500mL,26,3.99,01/01/2016
73_Cypress Springs_17100,73,Cypress Springs,17100,SipSerenity,750mL,1,7.99,01/01/2016
73_Cypress Springs_17487,73,Cypress Springs,17487,CelestialSwell,750mL,30,6.99,01/01/2016
73_Cypress Springs_18884,73,Cypress Springs,18884,VanillaVelour,750mL,12,15.99,01/01/2016
73_Cypress Springs_19055,73,Cypress Springs,19055,VelvetVista,750mL,29,9.99,01/01/2016
73_Cypress Springs_19175,73,Cypress Springs,19175,StarrySipAmericano,750mL,123,11.99,01/01/2016
73_Cypress Springs_19507,73,Cypress Springs,19507,VelvetFizz,750mL,31,7.99,01/01/2016
73_Cypress Springs_19549,73,Cypress Springs,19549,FrostedFable,3L,15,14.99,01/01/2016
73_Cypress Springs_20400,73,Cypress Springs,20400,StarrySpicedSorbet,750mL,24,13.99,01/01/2016
73_Cypress Springs_20508,73,Cypress Springs,20508,DreamyDew,750mL,8,18.99,01/01/2016
75_Tranquilton_804,75,Tranquilton,804,TwilightTingle,Liter,4,15.49,01/01/2016
75_Tranquilton_1022,75,Tranquilton,1022,FrostedFudgeFantasia,750mL,0,13.99,01/01/2016
75_Tranquilton_1094,75,Tranquilton,1094,TranquilBrew,750mL,5,41.99,01/01/2016
75_Tranquilton_1397,75,Tranquilton,1397,BlueberryBrew,750mL,14,13.99,01/01/2016
75_Tranquilton_1692,75,Tranquilton,1692,FrothyForestFable,750mL,6,18.49,01/01/2016
75_Tranquilton_1896,75,Tranquilton,1896,AlpineAloeAria,750mL,4,99.99,01/01/2016
75_Tranquilton_2598,75,Tranquilton,2598,TropicalTidewave,750mL,12,14.99,01/01/2016
75_Tranquilton_2679,75,Tranquilton,2679,OceanOpal,750mL,56,19.99,01/01/2016
75_Tranquilton_2854,75,Tranquilton,2854,CloudNineCafé,750mL,16,54.99,01/01/2016
75_Tranquilton_3237,75,Tranquilton,3237,ChilledCherryCharm,1.75L,14,23.99,01/01/2016
75_Tranquilton_3487,75,Tranquilton,3487,SummerBerryBrio,750mL,9,16.99,01/01/2016
25_Crystal Falls_37731,25,Crystal Falls,37731,CosmicCider,3L,5,10.99,01/01/2016
25_Crystal Falls_40175,25,Crystal Falls,40175,SunburstSorbet,187mL 4 Pk,4,11.99,01/01/2016
25_Crystal Falls_41212,25,Crystal Falls,41212,SparkleBliss,750mL,14,15.99,01/01/2016
26_Serenity Springs_804,26,Serenity Springs,804,TwilightTingle,Liter,6,15.49,01/01/2016
26_Serenity Springs_1397,26,Serenity Springs,1397,BlueberryBrew,750mL,25,13.99,01/01/2016
26_Serenity Springs_1692,26,Serenity Springs,1692,FrothyForestFable,750mL,8,18.49,01/01/2016
26_Serenity Springs_1896,26,Serenity Springs,1896,AlpineAloeAria,750mL,2,99.99,01/01/2016
26_Serenity Springs_2679,26,Serenity Springs,2679,OceanOpal,750mL,7,19.99,01/01/2016
26_Serenity Springs_3237,26,Serenity Springs,3237,ChilledCherryCharm,1.75L,5,23.99,01/01/2016
26_Serenity Springs_3487,26,Serenity Springs,3487,SummerBerryBrio,750mL,2,16.99,01/01/2016
42_Pine Ridge_5921,42,Pine Ridge,5921,SparklingSaffron,750mL,20,21.99,01/01/2016
42_Pine Ridge_6553,42,Pine Ridge,6553,PomegranatePleasure,750mL,15,11.99,01/01/2016
42_Pine Ridge_7725,42,Pine Ridge,7725,MidnightMangoMist,750mL,14,9.99,01/01/2016
42_Pine Ridge_8102,42,Pine Ridge,8102,MidnightMochaMist,1.75L,28,24.99,01/01/2016
42_Pine Ridge_8370,42,Pine Ridge,8370,LavenderLullaby,1.75L,14,10.99,01/01/2016
42_Pine Ridge_8847,42,Pine Ridge,8847,LuminousLagoon,750mL,20,5.99,01/01/2016
42_Pine Ridge_11213,42,Pine Ridge,11213,CitrusSilk,750mL,5,18.99,01/01/2016
42_Pine Ridge_11340,42,Pine Ridge,11340,BlissfulBubbly,750mL,11,13.99,01/01/2016
42_Pine Ridge_14383,42,Pine Ridge,14383,SunlitSnowfruitSip,750mL,11,15.99,01/01/2016
42_Pine Ridge_14439,42,Pine Ridge,14439,LushLagoonLatte,750mL,6,4.99,01/01/2016
42_Pine Ridge_15007,42,Pine Ridge,15007,BubbleHarbor,750mL,3,19.99,01/01/2016
22_Stonebridge_17100,22,Stonebridge,17100,SipSerenity,750mL,3,7.99,01/01/2016
22_Stonebridge_18884,22,Stonebridge,18884,VanillaVelour,750mL,5,15.99,01/01/2016
22_Stonebridge_19175,22,Stonebridge,19175,StarrySipAmericano,750mL,46,11.99,01/01/2016
22_Stonebridge_19507,22,Stonebridge,19507,VelvetFizz,750mL,10,7.99,01/01/2016
22_Stonebridge_19549,22,Stonebridge,19549,FrostedFable,3L,3,14.99,01/01/2016
22_Stonebridge_24002,22,Stonebridge,24002,EnchantedElderflowerElixir,1.5L,21,8.99,01/01/2016
22_Stonebridge_24094,22,Stonebridge,24094,CitrusSilhouette,1.5L,18,6.99,01/01/2016
22_Stonebridge_24673,22,Stonebridge,24673,ZenBrew,1.5L,6,15.99,01/01/2016
22_Stonebridge_27644,22,Stonebridge,27644,EnchantedIced,750mL,9,9.99,01/01/2016
22_Stonebridge_28565,22,Stonebridge,28565,WhisperingWatermelonWhim,750mL,1,12.99,01/01/2016
