InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
1_Havenbrook_33683,1,33683,FrothEuphoria,1.5L,1392,ZestZing Beverage Co.,8360,06/01/2016,12/01/2016,21/01/2016,25/02/2016,10.38,4,41.52,2
34_Phoenixville_16159,34,16159,GlimmerQuench,750mL,2242,SparklingSip Source,8378,07/01/2016,13/01/2016,22/01/2016,22/02/2016,6.89,12,82.68,2
76_Sapphire Shores_16159,76,16159,GlimmerQuench,750mL,2242,SparklingSip Source,8378,07/01/2016,11/01/2016,22/01/2016,22/02/2016,6.89,12,82.68,2
67_Willow Creek_11213,67,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8781,04/02/2016,11/02/2016,19/02/2016,28/03/2016,12.66,6,75.96,2
58_Frostwood_11213,58,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8781,04/02/2016,09/02/2016,19/02/2016,28/03/2016,12.66,12,151.92,2
34_Phoenixville_16328,34,16328,TranquilToastedTaffy,500mL,1392,ZestZing Beverage Co.,8781,04/02/2016,12/02/2016,19/02/2016,28/03/2016,2.75,11,30.25,2
50_Willowgate_16328,50,16328,TranquilToastedTaffy,500mL,1392,ZestZing Beverage Co.,8781,04/02/2016,12/02/2016,19/02/2016,28/03/2016,2.75,12,33,2
54_Cascade City_33683,54,33683,FrothEuphoria,1.5L,1392,ZestZing Beverage Co.,8781,04/02/2016,12/02/2016,19/02/2016,28/03/2016,10.38,6,62.28,2
62_Amberford_11213,62,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8781,04/02/2016,10/02/2016,19/02/2016,28/03/2016,12.66,12,151.92,2
7_Misty Hollow_1397,7,1397,BlueberryBrew,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,02/01/2016,06/01/2016,19/02/2016,10.76,12,129.12,1
16_Oakridge_1397,16,1397,BlueberryBrew,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,03/01/2016,06/01/2016,19/02/2016,10.76,24,258.24,1
76_Sapphire Shores_6553,76,6553,PomegranatePleasure,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,02/01/2016,06/01/2016,19/02/2016,7.74,11,85.14,2
30_Whispering Pines_1397,30,1397,BlueberryBrew,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,01/01/2016,06/01/2016,19/02/2016,10.76,22,236.72,1
78_Serendipity Springs_1397,78,1397,BlueberryBrew,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,01/01/2016,06/01/2016,19/02/2016,10.76,48,516.48,1
72_Silvergate_6553,72,6553,PomegranatePleasure,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,02/01/2016,06/01/2016,19/02/2016,7.74,1,7.74,2
38_Willowfield_1397,38,1397,BlueberryBrew,750mL,12546,GlimmerGulp Merchants,8142,22/12/2015,01/01/2016,06/01/2016,19/02/2016,10.76,24,258.24,1
51_Mountaincrest_24094,51,24094,CitrusSilhouette,1.5L,3252,BrewBliss Beverages,8326,04/01/2016,15/01/2016,22/01/2016,27/02/2016,4.57,6,27.42,2
55_Skyview_35862,55,35862,SunburstSip,750mL,3252,BrewBliss Beverages,8326,04/01/2016,13/01/2016,22/01/2016,27/02/2016,13.6,12,163.2,2
68_Radiant Ridge_8907,68,8907,RadiantRainforestRipple,1.5L,3252,BrewBliss Beverages,8326,04/01/2016,12/01/2016,22/01/2016,27/02/2016,4.63,6,27.78,2
72_Silvergate_14439,72,14439,LushLagoonLatte,750mL,3252,BrewBliss Beverages,8326,04/01/2016,13/01/2016,22/01/2016,27/02/2016,3.42,12,41.04,2
6_Echo Harbor_24094,6,24094,CitrusSilhouette,1.5L,3252,BrewBliss Beverages,8326,04/01/2016,15/01/2016,22/01/2016,27/02/2016,4.57,12,54.84,2
38_Willowfield_35862,38,35862,SunburstSip,750mL,3252,BrewBliss Beverages,8326,04/01/2016,14/01/2016,22/01/2016,27/02/2016,13.6,12,163.2,2
43_Mystic Hollow_14410,43,14410,Sun-KissedSavor,1.5L,3252,BrewBliss Beverages,8326,04/01/2016,13/01/2016,22/01/2016,27/02/2016,5.26,6,31.56,2
67_Willow Creek_35862,67,35862,SunburstSip,750mL,3252,BrewBliss Beverages,8326,04/01/2016,14/01/2016,22/01/2016,27/02/2016,13.6,3,40.8,2
1_Havenbrook_46074,1,46074,MysticalMatcha,1.5L,3252,BrewBliss Beverages,8326,04/01/2016,14/01/2016,22/01/2016,27/02/2016,7.43,6,44.58,2
25_Crystal Falls_24002,25,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,9277,09/03/2016,18/03/2016,23/03/2016,08/05/2016,4.63,3,13.89,2
18_Mistwood_37731,18,37731,CosmicCider,3L,9815,FrothFiesta Flavors,9277,09/03/2016,18/03/2016,23/03/2016,08/05/2016,6.7,6,40.2,2
15_Meadowhaven_37731,15,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8455,12/01/2016,22/01/2016,27/01/2016,12/03/2016,6.7,6,40.2,2
38_Willowfield_24002,38,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,21/01/2016,27/01/2016,12/03/2016,4.63,4,18.52,2
69_Serene Sands_37731,69,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8455,12/01/2016,21/01/2016,27/01/2016,12/03/2016,6.7,6,40.2,2
41_Twilight Harbor_24002,41,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,22/01/2016,27/01/2016,12/03/2016,4.63,6,27.78,2
27_Starling City_24002,27,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,21/01/2016,27/01/2016,12/03/2016,4.63,6,27.78,2
15_Meadowhaven_24002,15,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,21/01/2016,27/01/2016,12/03/2016,4.63,6,27.78,2
7_Misty Hollow_24002,7,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,19/01/2016,27/01/2016,12/03/2016,4.63,6,27.78,2
48_Meadowbrook_24002,48,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,18/01/2016,27/01/2016,12/03/2016,4.63,6,27.78,2
73_Cypress Springs_37731,73,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8455,12/01/2016,22/01/2016,27/01/2016,12/03/2016,6.7,5,33.5,2
31_Maplewood_37731,31,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8455,12/01/2016,21/01/2016,27/01/2016,12/03/2016,6.7,6,40.2,2
76_Sapphire Shores_37731,76,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8455,12/01/2016,18/01/2016,27/01/2016,12/03/2016,6.7,6,40.2,2
62_Amberford_37731,62,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8455,12/01/2016,20/01/2016,27/01/2016,12/03/2016,6.7,5,33.5,2
53_Sunflower Valley_24002,53,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8455,12/01/2016,20/01/2016,27/01/2016,12/03/2016,4.63,4,18.52,2
76_Sapphire Shores_1094,76,1094,TranquilBrew,750mL,9552,MistyMix Distributors,8462,13/01/2016,19/01/2016,30/01/2016,08/03/2016,29.92,6,179.52,1
42_Pine Ridge_1094,42,1094,TranquilBrew,750mL,9552,MistyMix Distributors,8462,13/01/2016,19/01/2016,30/01/2016,08/03/2016,29.92,6,179.52,1
78_Serendipity Springs_8370,78,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,14/01/2016,24/01/2016,02/03/2016,5.71,6,34.26,1
41_Twilight Harbor_8370,41,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,15/01/2016,24/01/2016,02/03/2016,5.71,6,34.26,1
8_Horizon Hills_8370,8,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,12/01/2016,24/01/2016,02/03/2016,5.71,6,34.26,1
50_Willowgate_8370,50,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,12/01/2016,24/01/2016,02/03/2016,5.71,12,68.52,1
17_Sunnyside_8370,17,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,12/01/2016,24/01/2016,02/03/2016,5.71,5,28.55,1
73_Cypress Springs_8370,73,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,13/01/2016,24/01/2016,02/03/2016,5.71,6,34.26,1
55_Skyview_8370,55,8370,LavenderLullaby,1.75L,660,ZenZest Tea Traders,8397,08/01/2016,13/01/2016,24/01/2016,02/03/2016,5.71,6,34.26,1
30_Whispering Pines_5921,30,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8256,30/12/2015,07/01/2016,18/01/2016,19/02/2016,14.81,6,88.86,1
56_Horizonville_5921,56,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8256,30/12/2015,05/01/2016,18/01/2016,19/02/2016,14.81,6,88.86,1
5_Rosewood_5921,5,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8256,30/12/2015,08/01/2016,18/01/2016,19/02/2016,14.81,6,88.86,1
43_Mystic Hollow_5921,43,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8256,30/12/2015,06/01/2016,18/01/2016,19/02/2016,14.81,6,88.86,1
15_Meadowhaven_5921,15,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8256,30/12/2015,07/01/2016,18/01/2016,19/02/2016,14.81,12,177.72,1
2_Everglade_5921,2,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8256,30/12/2015,07/01/2016,18/01/2016,19/02/2016,14.81,6,88.86,1
39_Tranquil Haven_24002,39,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,4.63,5,23.15,2
23_Willowbrook_24002,23,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,12/01/2016,19/01/2016,03/03/2016,4.63,6,27.78,2
77_Willowmere_37731,77,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,6.7,6,40.2,2
74_Velvet Vista_24002,74,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,13/01/2016,19/01/2016,03/03/2016,4.63,6,27.78,2
51_Mountaincrest_24002,51,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,13/01/2016,19/01/2016,03/03/2016,4.63,5,23.15,2
1_Havenbrook_37731,1,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,15/01/2016,19/01/2016,03/03/2016,6.7,5,33.5,2
27_Starling City_37731,27,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,6.7,5,33.5,2
23_Willowbrook_24002,23,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,4.63,6,27.78,2
33_Crestwood_24002,33,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,4.63,6,27.78,2
28_Havenhurst_24002,28,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,11/01/2016,19/01/2016,03/03/2016,4.63,6,27.78,2
4_Cedar Ridge_24002,4,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,13/01/2016,19/01/2016,03/03/2016,4.63,4,18.52,2
20_Silverdale_37731,20,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,13/01/2016,19/01/2016,03/03/2016,6.7,5,33.5,2
68_Radiant Ridge_37731,68,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,12/01/2016,19/01/2016,03/03/2016,6.7,6,40.2,2
30_Whispering Pines_24002,30,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,4.63,18,83.34,2
9_Eldermere_24002,9,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,13/01/2016,19/01/2016,03/03/2016,4.63,5,23.15,2
31_Maplewood_37731,31,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,11/01/2016,19/01/2016,03/03/2016,6.7,6,40.2,2
15_Meadowhaven_37731,15,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,15/01/2016,19/01/2016,03/03/2016,6.7,5,33.5,2
56_Horizonville_24002,56,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,13/01/2016,19/01/2016,03/03/2016,4.63,12,55.56,2
53_Sunflower Valley_37731,53,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,15/01/2016,19/01/2016,03/03/2016,6.7,4,26.8,2
21_Moonstone_24002,21,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8401,08/01/2016,14/01/2016,19/01/2016,03/03/2016,4.63,6,27.78,2
7_Misty Hollow_37731,7,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8401,08/01/2016,12/01/2016,19/01/2016,03/03/2016,6.7,6,40.2,2
55_Skyview_24673,55,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,19/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
15_Meadowhaven_24673,15,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,21/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
41_Twilight Harbor_24673,41,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,20/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
66_Brookside_24673,66,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,18/01/2016,01/02/2016,09/03/2016,8.96,11,98.56,2
9_Eldermere_24673,9,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,20/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
70_Oakmere_24673,70,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,22/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
64_Havenwood_24673,64,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,21/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
76_Sapphire Shores_24673,76,24673,ZenBrew,1.5L,516,BlissBerry Beverage Boutique,8402,10/01/2016,20/01/2016,01/02/2016,09/03/2016,8.96,6,53.76,2
73_Cypress Springs_32604,73,32604,CarnivalChill,750mL,10000,SereneSip Savvy,8242,29/12/2015,07/01/2016,13/01/2016,20/02/2016,6.5,12,78,2
73_Cypress Springs_32604,73,32604,CarnivalChill,750mL,10000,SereneSip Savvy,8242,29/12/2015,04/01/2016,13/01/2016,20/02/2016,6.5,12,78,2
54_Cascade City_32604,54,32604,CarnivalChill,750mL,10000,SereneSip Savvy,8242,29/12/2015,05/01/2016,13/01/2016,20/02/2016,6.5,12,78,2
66_Brookside_25005,66,25005,VelvetVioletVapor,750mL,4425,QuenchQuest Beverages,8276,31/12/2015,04/01/2016,18/01/2016,28/02/2016,11.68,11,128.48,2
69_Serene Sands_19055,69,19055,VelvetVista,750mL,9819,ChillChalice Chasers,8453,12/01/2016,22/01/2016,01/02/2016,27/02/2016,6.75,12,81,2
66_Brookside_15007,66,15007,BubbleHarbor,750mL,4425,QuenchQuest Beverages,8426,11/01/2016,19/01/2016,25/01/2016,13/03/2016,13.79,11,151.69,2
79_Starlight Bluff_15007,79,15007,BubbleHarbor,750mL,4425,QuenchQuest Beverages,8426,11/01/2016,19/01/2016,25/01/2016,13/03/2016,13.79,12,165.48,2
76_Sapphire Shores_27644,76,27644,EnchantedIced,750mL,4425,QuenchQuest Beverages,8426,11/01/2016,20/01/2016,25/01/2016,13/03/2016,6.84,9,61.56,2
32_Oceanview_27644,32,27644,EnchantedIced,750mL,4425,QuenchQuest Beverages,8426,11/01/2016,18/01/2016,25/01/2016,13/03/2016,6.84,11,75.24,2
66_Brookside_5921,66,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
38_Willowfield_5921,38,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,5,74.05,1
38_Willowfield_5921,38,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,18/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
9_Eldermere_5921,9,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
13_Harmony Bay_5921,13,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
7_Misty Hollow_5921,7,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,19/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
75_Tranquilton_5921,75,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,19/01/2016,02/02/2016,27/02/2016,14.81,5,74.05,1
25_Crystal Falls_5921,25,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
25_Crystal Falls_5921,25,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,22/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
47_Crystal Haven_5921,47,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,22/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
5_Rosewood_5921,5,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,22/01/2016,02/02/2016,27/02/2016,14.81,4,59.24,1
73_Cypress Springs_5921,73,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,5,74.05,1
2_Everglade_5921,2,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,21/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
27_Starling City_5921,27,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,21/01/2016,02/02/2016,27/02/2016,14.81,5,74.05,1
46_Silverbrook_5921,46,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,20/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
55_Skyview_5921,55,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,21/01/2016,02/02/2016,27/02/2016,14.81,6,88.86,1
56_Horizonville_5921,56,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,19/01/2016,02/02/2016,27/02/2016,14.81,5,74.05,1
68_Radiant Ridge_5921,68,5921,SparklingSaffron,750mL,6213,SparkleSplash Suppliers,8446,12/01/2016,18/01/2016,02/02/2016,27/02/2016,14.81,4,59.24,1
9_Eldermere_1896,9,1896,AlpineAloeAria,750mL,17035,OasisOpulence Beverages,8257,30/12/2015,06/01/2016,13/01/2016,25/02/2016,68.83,3,206.49,1
75_Tranquilton_8102,75,8102,MidnightMochaMist,1.75L,17035,OasisOpulence Beverages,8257,30/12/2015,05/01/2016,13/01/2016,25/02/2016,18.65,11,205.15,1
33_Crestwood_8102,33,8102,MidnightMochaMist,1.75L,17035,OasisOpulence Beverages,8257,30/12/2015,05/01/2016,13/01/2016,25/02/2016,18.65,6,111.9,1
34_Phoenixville_16179,34,16179,FrostedMapleMingle,750mL,17035,OasisOpulence Beverages,8257,30/12/2015,06/01/2016,13/01/2016,25/02/2016,34.24,6,205.44,2
72_Silvergate_8102,72,8102,MidnightMochaMist,1.75L,17035,OasisOpulence Beverages,8257,30/12/2015,05/01/2016,13/01/2016,25/02/2016,18.65,12,223.8,1
74_Velvet Vista_1896,74,1896,AlpineAloeAria,750mL,17035,OasisOpulence Beverages,8257,30/12/2015,06/01/2016,13/01/2016,25/02/2016,68.83,6,412.98,1
72_Silvergate_8102,72,8102,MidnightMochaMist,1.75L,17035,OasisOpulence Beverages,8257,30/12/2015,08/01/2016,13/01/2016,25/02/2016,18.65,1,18.65,1
35_Moonlight Cove_8102,35,8102,MidnightMochaMist,1.75L,17035,OasisOpulence Beverages,8257,30/12/2015,05/01/2016,13/01/2016,25/02/2016,18.65,6,111.9,1
67_Willow Creek_16179,67,16179,FrostedMapleMingle,750mL,17035,OasisOpulence Beverages,8257,30/12/2015,06/01/2016,13/01/2016,25/02/2016,34.24,6,205.44,2
38_Willowfield_19175,38,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,06/01/2016,17/01/2016,13/02/2016,7.38,84,619.92,2
31_Maplewood_19175,31,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,05/01/2016,17/01/2016,13/02/2016,7.38,36,265.68,2
15_Meadowhaven_19175,15,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,6,44.28,2
22_Stonebridge_19175,22,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,05/01/2016,17/01/2016,13/02/2016,7.38,12,88.56,2
60_Velvetville_19175,60,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,120,885.6,2
27_Starling City_19175,27,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,05/01/2016,17/01/2016,13/02/2016,7.38,24,177.12,2
40_Aurora Bluff_19175,40,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,05/01/2016,17/01/2016,13/02/2016,7.38,24,177.12,2
8_Horizon Hills_19175,8,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,05/01/2016,17/01/2016,13/02/2016,7.38,12,88.56,2
6_Echo Harbor_19175,6,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,36,265.68,2
49_Sapphire Springs_19175,49,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,48,354.24,2
1_Havenbrook_19175,1,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,47,346.86,2
20_Silverdale_19175,20,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,36,265.68,2
39_Tranquil Haven_19175,39,19175,StarrySipAmericano,750mL,9744,MoonlitMingle Mixology,8291,01/01/2016,04/01/2016,17/01/2016,13/02/2016,7.38,48,354.24,2
38_Willowfield_2854,38,2854,CloudNineCafé,750mL,3960,MeadowMist Marketplace,8271,31/12/2015,08/01/2016,14/01/2016,11/02/2016,38.45,12,461.4,1
50_Willowgate_37731,50,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,02/01/2016,06/01/2016,08/02/2016,6.7,5,33.5,2
67_Willow Creek_37731,67,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,02/01/2016,06/01/2016,08/02/2016,6.7,6,40.2,2
78_Serendipity Springs_24002,78,24002,EnchantedElderflowerElixir,1.5L,9815,FrothFiesta Flavors,8190,24/12/2015,01/01/2016,06/01/2016,08/02/2016,4.63,6,27.78,2
22_Stonebridge_37731,22,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,01/01/2016,06/01/2016,08/02/2016,6.7,6,40.2,2
54_Cascade City_37731,54,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,02/01/2016,06/01/2016,08/02/2016,6.7,4,26.8,2
76_Sapphire Shores_37731,76,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,02/01/2016,06/01/2016,08/02/2016,6.7,6,40.2,2
15_Meadowhaven_37731,15,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,01/01/2016,06/01/2016,08/02/2016,6.7,5,33.5,2
69_Serene Sands_37731,69,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,02/01/2016,06/01/2016,08/02/2016,6.7,3,20.1,2
1_Havenbrook_37731,1,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,01/01/2016,06/01/2016,08/02/2016,6.7,12,80.4,2
7_Misty Hollow_37731,7,37731,CosmicCider,3L,9815,FrothFiesta Flavors,8190,24/12/2015,02/01/2016,06/01/2016,08/02/2016,6.7,6,40.2,2
69_Serene Sands_6553,69,6553,PomegranatePleasure,750mL,12546,GlimmerGulp Merchants,8330,04/01/2016,11/01/2016,20/01/2016,19/02/2016,7.74,12,92.88,2
55_Skyview_33683,55,33683,FrothEuphoria,1.5L,1392,ZestZing Beverage Co.,8522,18/01/2016,26/01/2016,03/02/2016,14/03/2016,10.38,6,62.28,2
31_Maplewood_11213,31,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,25/01/2016,03/02/2016,14/03/2016,12.66,24,303.84,2
33_Crestwood_11213,33,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,25/01/2016,03/02/2016,14/03/2016,12.66,1,12.66,2
50_Willowgate_33683,50,33683,FrothEuphoria,1.5L,1392,ZestZing Beverage Co.,8522,18/01/2016,26/01/2016,03/02/2016,14/03/2016,10.38,6,62.28,2
73_Cypress Springs_8847,73,8847,LuminousLagoon,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,29/01/2016,03/02/2016,14/03/2016,3.97,3,11.91,2
33_Crestwood_11213,33,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,28/01/2016,03/02/2016,14/03/2016,12.66,12,151.92,2
30_Whispering Pines_11213,30,11213,CitrusSilk,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,28/01/2016,03/02/2016,14/03/2016,12.66,12,151.92,2
76_Sapphire Shores_29407,76,29407,WildWisteriaWhirl,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,29/01/2016,03/02/2016,14/03/2016,10.33,3,30.99,2
30_Whispering Pines_16328,30,16328,TranquilToastedTaffy,500mL,1392,ZestZing Beverage Co.,8522,18/01/2016,28/01/2016,03/02/2016,14/03/2016,2.75,12,33,2
11_Eldertown_29996,11,29996,WhisperQuencher,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,28/01/2016,03/02/2016,14/03/2016,10.12,12,121.44,2
68_Radiant Ridge_29407,68,29407,WildWisteriaWhirl,750mL,1392,ZestZing Beverage Co.,8522,18/01/2016,29/01/2016,03/02/2016,14/03/2016,10.33,3,30.99,2
